,address,quantity,percetages,value
396,0x1B14376ee2d46aE5c27A43D902d96D4F3F264B83,"867,680,266,023.08",0.0009,"$15,045.58"
397,0x1B14376ee2d46aE5c27A43D902d96D4F3F264B83,"867,680,266,023.08",0.0009,"$15,045.58"
398,0xAA10db8804D076601999c7cD769e02E44a99d5B2,"867,680,266,023.08",0.0009,"$15,045.58"
399,0xAA10db8804D076601999c7cD769e02E44a99d5B2,"867,680,266,023.08",0.0009,"$15,045.58"
400,0x05f3B02B822AD261A0593CeCe8025C6298133f39,"867,001,149,625.630267051",0.0009,"$15,033.80"
401,0x05f3B02B822AD261A0593CeCe8025C6298133f39,"867,001,149,625.630267051",0.0009,"$15,033.80"
402,0xCf9Ad702Adc100D886712e7c45d24062fd866444,"860,939,504,266.289842565",0.0009,"$14,928.69"
403,0xCf9Ad702Adc100D886712e7c45d24062fd866444,"860,939,504,266.289842565",0.0009,"$14,928.69"
404,0x8E35F561491Eb7995a9106D1D90351b9c588c664,"852,415,786,762.487488959",0.0009,"$14,780.89"
405,0x8E35F561491Eb7995a9106D1D90351b9c588c664,"852,415,786,762.487488959",0.0009,"$14,780.89"
406,0xb6C6dA1C39D4F6f51fC96DD1F791901Af82fF993,"846,800,667,385.988114003",0.0008,"$14,683.52"
407,0xb6C6dA1C39D4F6f51fC96DD1F791901Af82fF993,"846,800,667,385.988114003",0.0008,"$14,683.52"
408,0xA8E2f91895844e41B92Ee74Bd24529B87698F21b,"844,533,418,802.734695366",0.0008,"$14,644.21"
409,0xA8E2f91895844e41B92Ee74Bd24529B87698F21b,"844,533,418,802.734695366",0.0008,"$14,644.21"
410,0x62b60e2A87Df55Ea5C900f63cAcB806756053BFE,"841,015,016,233.533356231",0.0008,"$14,583.20"
411,0x62b60e2A87Df55Ea5C900f63cAcB806756053BFE,"841,015,016,233.533356231",0.0008,"$14,583.20"
412,0x72Be4d6A77D5589ea7A266c3223639Ea7B29FEB9,"826,711,426,798.112194285",0.0008,"$14,335.18"
413,0x72Be4d6A77D5589ea7A266c3223639Ea7B29FEB9,"826,711,426,798.112194285",0.0008,"$14,335.18"
414,0xDbD5016A7c92b8dE3d447dd4ab0767ee1DE2D1A5,"819,163,076,495.878606293",0.0008,"$14,204.29"
415,0xDbD5016A7c92b8dE3d447dd4ab0767ee1DE2D1A5,"819,163,076,495.878606293",0.0008,"$14,204.29"
416,0xf6bAE65E14d821f799a0a5d848273E61760849aa,"818,928,528,272.411544968",0.0008,"$14,200.22"
417,0xf6bAE65E14d821f799a0a5d848273E61760849aa,"818,928,528,272.411544968",0.0008,"$14,200.22"
